id,created_on,property_type,lat,lon,place_name,state_name,surface_total_in_m2,surface_covered_in_m2,description,floor,rooms,expenses
2263423,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263424,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263425,144547200.0,1,-34.5986444875,-58.4396139391,500,4,50.0,50.0,0.7,1.0,1.0,15697.1939292
2263426,144547200.0,1,-34.5986444875,-58.4396139391,500,4,51.0,51.0,0.7,1.0,1.0,15697.1939292
2263427,144547200.0,1,-34.5986444875,-58.4396139391,500,4,51.0,51.0,0.7,1.0,1.0,15697.1939292
2263428,144547200.0,1,-34.5986444875,-58.4396139391,500,4,51.0,51.0,0.7,1.0,1.0,15697.1939292
2263429,144547200.0,1,-34.5986444875,-58.4396139391,500,4,51.0,51.0,0.7,1.0,1.0,15697.1939292
2263430,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263431,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263432,144547200.0,1,-34.5929869403,-58.4415420211,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263433,144547200.0,1,-34.5929869403,-58.4415420211,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263434,144547200.0,1,-34.5929869403,-58.4415420211,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263436,144547200.0,1,-34.5929869403,-58.4415420211,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263437,144547200.0,1,-34.5929869403,-58.4415420211,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263438,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263439,144547200.0,1,-34.5929869403,-58.4415420211,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263440,144547200.0,1,-34.5929869403,-58.4415420211,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263441,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263442,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263443,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263444,144547200.0,1,-34.5986444875,-58.4396139391,500,4,39.0,39.0,0.7,1.0,1.0,15697.1939292
2263445,144547200.0,1,-34.6127034707,-58.4485736507,160,4,110.0,108.0,0.0,1.0,1.0,20105.1021438
2263453,144547200.0,1,-34.5640987045,-58.4527373958,139,4,37.0,30.0,0.7,1.0,1.0,48194.9186603
2263460,144547200.0,1,-34.612086493,-58.366017622,405,4,64.0,64.0,0.7,1.0,1.0,10414.5227273
2263461,144547200.0,1,-34.612086493,-58.366017622,405,4,64.0,64.0,0.7,1.0,1.0,10414.5227273
2263464,144547200.0,1,-34.6127034707,-58.4485736507,160,4,42.0,40.0,0.7,1.0,1.0,20105.1021438
2263467,144547200.0,1,-34.5640987045,-58.4527373958,139,4,38.0,38.0,0.0,1.0,1.0,1600.0
2263471,144547200.0,3,-34.6404467839,-58.4196823962,151,4,78.0,70.0,0.0,1.0,1.0,12253.4054054
2263472,144547200.0,3,-34.6404467839,-58.4196823962,390,4,78.0,70.0,0.0,1.0,1.0,11985.037037
2263476,144547200.0,1,-34.6003900532,-58.4414979264,381,4,88.0,88.0,0.7,1.0,1.0,8600.0
2263477,144547200.0,1,-34.6127034707,-58.4485736507,160,4,182.0,126.0,0.0,1.0,1.0,20105.1021438
2263480,144547200.0,1,-34.5848642566,-58.4254089237,380,4,88.0,88.0,0.7,1.0,1.0,8600.0
2263482,144547200.0,1,-34.5934795842,-58.4050571856,412,4,84.0,73.0,0.0,1.0,1.0,1400.0
2263633,144547200.0,2,-34.758515272,-58.4075008252,327,2,450.0,450.0,0.7,1.0,1.0,12334.3365385
2263638,144547200.0,1,-34.6150652968,-58.4747415567,246,4,42.0,38.0,0.0,1.0,1.0,2000.0
2263652,144547200.0,3,-34.6235752313,-58.4666418781,246,4,286.0,206.0,0.0,1.0,1.0,14177.5493274
2264067,144547200.0,1,-34.9239970609,-57.9639759145,309,2,49.0,45.0,0.0,1.0,1.0,7088.48245614
2264075,144547200.0,1,-34.5640987045,-58.4527373958,139,4,35.0,33.0,0.0,1.0,1.0,300.0
2264078,144547200.0,2,-34.7731660398,-58.3934068947,466,2,115.0,115.0,0.75,1.0,1.0,8440.83333333
2264079,144547200.0,1,-34.6204033093,-58.4410224908,160,4,77.0,77.0,0.0,1.0,1.0,3800.0
2264080,144547200.0,2,-34.5415973493,-58.4655155048,374,4,90.6013513514,279.0,0.75,1.0,1.0,19032.1373134
2264151,144547200.0,1,-34.6619972107,-58.5108025681,356,4,35.0,32.0,0.0,1.0,1.0,600.0
2264153,144547200.0,2,-34.6557386639,-58.6159043576,370,1,77.0,98.0,0.7,1.0,1.0,8902.46583851
2264155,144547200.0,2,-34.6365236219,-58.4294294221,164,4,246.0,211.0,0.0,1.0,1.0,15286.5368421
2264158,144547200.0,1,-34.613408336,-58.3845426597,365,4,37.0,34.0,0.7,1.0,1.0,1200.0
2264162,144547200.0,1,-34.6053767086,-58.5642018639,168,1,121.555410691,121.555410691,0.0,1.0,1.0,199286.189189
2264164,144547200.0,1,-34.63185258,-58.3609733475,149,4,35.0,35.0,0.0,1.0,1.0,1209.0
2264168,144547200.0,2,-34.9239970609,-57.9639759145,309,2,108.536585366,134.0,0.75,1.0,1.0,7088.48245614
2264173,144547200.0,1,-34.63185258,-58.3609733475,149,4,35.0,35.0,0.0,1.0,1.0,1209.0
2264178,144547200.0,1,-34.6127034707,-58.4485736507,160,4,83.0,74.0,0.7,1.0,1.0,5300.0
2264183,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264189,144547200.0,1,-34.5670161069,-58.4625247288,139,4,70.0,30.0,0.7,1.0,1.0,2500.0
2264198,144547200.0,2,-34.9239970609,-57.9639759145,309,2,108.536585366,83.0,0.0,1.0,1.0,7088.48245614
2264199,144547200.0,3,-34.9239970609,-57.9639759145,309,2,108.536585366,83.0,0.0,1.0,1.0,7088.48245614
2264206,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264212,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264215,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264218,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264219,144547200.0,1,-34.5701787108,-58.432229072,380,4,90.0,85.0,0.7,1.0,1.0,8000.0
2264221,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264227,144547200.0,1,-34.9878434099,-59.5020601771,164,4,94.0,68.0,0.7,1.0,1.0,15286.5368421
2264229,144547200.0,1,-34.5701787108,-58.432229072,380,4,90.0,85.0,0.7,1.0,1.0,8000.0
2264234,144547200.0,1,-34.9878434099,-59.5020601771,164,4,117.0,91.0,0.7,1.0,1.0,15286.5368421
2264240,144547200.0,1,-34.9239970609,-57.9639759145,309,2,108.536585366,42.0,0.0,1.0,1.0,600.0
2264242,144547200.0,1,-34.5681502315,-58.4556199612,139,4,125.356569134,35.0,0.0,1.0,1.0,1800.0
2264248,144547200.0,1,-34.634059431,-58.4290806372,151,4,49.0,46.0,0.0,1.0,1.0,2660.0
2264249,144547200.0,1,-34.5956684902,-58.415143399,380,4,100.0,88.0,0.3,1.0,1.0,76478.2649641
2264259,144547200.0,1,-34.5930150165,-58.4282962921,383,4,45.0,40.0,0.7,1.0,1.0,16274.7916667
2264265,144547200.0,1,-34.9878434099,-59.5020601771,164,4,115.0,62.0,0.7,1.0,1.0,15286.5368421
2264270,144547200.0,1,-34.5568648226,-58.4477064427,139,4,125.356569134,94.0,0.7,1.0,1.0,5500.0
2264272,144547200.0,3,-34.7591708021,-58.420177223,29,2,138.864516129,12.0,0.0,1.0,1.0,10976.0869565
2264274,144547200.0,1,-34.5906282762,-58.3975392609,412,4,113.0,113.0,0.0,1.0,1.0,5100.0
2264284,144547200.0,1,-34.5957597475,-58.4527277875,382,4,80.0,19.0,0.0,1.0,1.0,22220.1863354
2264285,144547200.0,1,-34.5957597475,-58.4527277875,382,4,37.0,33.0,0.0,1.0,1.0,22220.1863354
2264286,144547200.0,1,-34.5957597475,-58.4527277875,382,4,37.0,33.0,0.0,1.0,1.0,22220.1863354
2264290,144547200.0,2,0.0,0.0,18,2,0.0,213.0,0.0,1.0,1.0,7000.0
2264296,144547200.0,2,-34.7591708021,-58.420177223,29,2,170.0,170.0,0.75,1.0,1.0,10976.0869565
2264298,144547200.0,1,-34.5848642566,-58.4254089237,380,4,95.0,87.0,0.7,1.0,1.0,6246.0
2264305,144547200.0,1,-34.623443168,-58.455030181,160,4,124.328153019,33.0,0.0,1.0,1.0,20105.1021438
2264312,144547200.0,2,-34.9239970609,-57.9639759145,309,2,205.0,205.0,0.0,1.0,1.0,7088.48245614
2264318,144547200.0,1,-34.5640987045,-58.4527373958,139,4,38.0,35.0,0.7,1.0,1.0,48194.9186603
2264320,144547200.0,1,-34.587425443,-58.3973722534,412,4,44.0,39.0,0.0,1.0,1.0,39811.5201613
2264323,144547200.0,1,-34.563685346,-58.4426825896,139,4,157.0,157.0,0.0,1.0,1.0,6300.0
2264376,144547200.0,1,-34.563685346,-58.4426825896,139,4,157.0,157.0,0.0,1.0,1.0,6300.0
2264474,144547200.0,1,-34.5640987045,-58.4527373958,139,4,113.0,93.0,0.7,1.0,1.0,10000.0
2264479,144547200.0,1,-34.5706388726,-58.4755963355,532,4,46.0,39.0,0.7,1.0,1.0,14379.4890282
2264482,144547200.0,1,-34.9878434099,-59.5020601771,164,4,77.0,77.0,-0.7,1.0,1.0,3500.0
2264491,144547200.0,2,-34.7591708021,-58.420177223,29,2,138.864516129,70.0,0.7,1.0,1.0,10976.0869565
2264514,144547200.0,1,-34.5957597475,-58.4527277875,382,4,44.0,40.0,0.3,1.0,1.0,2700.0
2264518,144547200.0,1,-34.6127034707,-58.4485736507,160,4,70.0,66.0,0.0,1.0,1.0,2000.0
2264525,144547200.0,1,-34.7731660398,-58.3934068947,466,2,229.198630137,78.0,-0.7,1.0,1.0,2500.0
2264537,144547200.0,1,-34.8203475598,-58.4663629945,368,2,97.0,82.0,0.7,1.0,1.0,4050.0
2264545,144547200.0,1,-34.6419903279,-58.4954814907,512,4,97.1246537396,50.0,0.0,1.0,1.0,13105.2631579
2264549,144547200.0,1,-34.8203475598,-58.4663629945,368,2,50.0,47.0,0.7,1.0,1.0,1000.0
2264569,144547200.0,1,-34.8203475598,-58.4663629945,368,2,57.0,52.0,0.7,1.0,1.0,4050.0
2264570,144547200.0,1,-34.8203475598,-58.4663629945,368,2,58.0,53.0,0.7,1.0,1.0,4050.0
2264571,144547200.0,1,-34.8203475598,-58.4663629945,368,2,57.0,52.0,0.7,1.0,1.0,4050.0
2264572,144547200.0,1,-34.8203475598,-58.4663629945,368,2,58.0,53.0,0.7,1.0,1.0,4050.0
2264573,144547200.0,1,-34.8203475598,-58.4663629945,368,2,59.0,54.0,0.7,1.0,1.0,4050.0
2264574,144547200.0,1,-34.8203475598,-58.4663629945,368,2,79.0,74.0,0.7,1.0,1.0,4050.0
2264575,144547200.0,1,-34.8203475598,-58.4663629945,368,2,38.0,36.0,0.7,1.0,1.0,4050.0
2264576,144547200.0,1,-34.8203475598,-58.4663629945,368,2,58.0,53.0,0.7,1.0,1.0,4050.0
2264577,144547200.0,1,-34.8203475598,-58.4663629945,368,2,59.0,54.0,0.7,1.0,1.0,4050.0
2264578,144547200.0,1,-34.8203475598,-58.4663629945,368,2,81.0,71.0,0.7,1.0,1.0,4050.0
2264589,144547200.0,1,-34.5640987045,-58.4527373958,139,4,170.0,109.0,0.0,1.0,1.0,5000.0
2264598,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264600,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264603,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264604,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264607,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264610,144547200.0,1,-34.9878434099,-59.5020601771,164,4,62.0,59.0,0.7,1.0,1.0,15286.5368421
2264617,144547200.0,2,-34.7731660398,-58.3934068947,466,2,229.198630137,126.0,0.7,1.0,1.0,8440.83333333
2264618,144547200.0,1,-34.6375278046,-58.3594014332,149,4,53.0,53.0,0.0,1.0,1.0,12303.7722772
2264619,144547200.0,1,-34.5624917646,-58.4737671484,182,4,57.0,54.0,0.7,1.0,1.0,4385.0
2264629,144547200.0,3,-34.6619972107,-58.5108025681,356,4,134.981574539,134.981574539,0.0,1.0,1.0,7626.39344262
2264633,144547200.0,3,-34.9878434099,-59.5020601771,164,4,85.0,50.0,0.0,1.0,1.0,15286.5368421
2264637,144547200.0,1,-34.5932972526,-58.3996483314,109,4,106.0,90.0,0.0,1.0,1.0,3150.0
2264686,144547200.0,2,-34.6173720296,-58.5916104794,221,1,150.0,150.0,0.75,1.0,1.0,86773.5294118
2264690,144547200.0,1,-34.758515272,-58.4075008252,327,2,52.0,52.0,0.7,1.0,1.0,12334.3365385
2264695,144547200.0,1,-34.5745642487,-58.4413345724,380,4,57.0,40.0,0.0,1.0,1.0,2600.0
2264699,144547200.0,1,-34.5735259779,-58.4838678282,532,4,57.0,54.0,0.7,1.0,1.0,4385.0
2264702,144547200.0,2,-34.5744697838,-58.4394831816,139,4,40.0,40.0,0.0,1.0,1.0,1600.0
2264709,144547200.0,1,-34.6419903279,-58.4954814907,512,4,97.1246537396,50.0,0.0,1.0,1.0,13105.2631579
2264714,144547200.0,1,-34.6282337227,-58.4653333032,246,4,53.0,53.0,0.0,1.0,3.0,14177.5493274
2264717,144547200.0,1,-34.578204508,-58.4402305618,183,4,38.0,33.0,0.0,1.0,2.0,20933.0659898
2264718,144547200.0,1,-34.6166191023,-58.443255764,160,4,47.0,35.0,0.7,1.0,2.0,20105.1021438
2264723,144547200.0,3,-34.570884,-58.4886936,532,4,96.0,74.0,0.0,1.0,3.0,14379.4890282
2264731,144547200.0,1,-34.5765030508,-58.421794563,380,4,63.0,59.0,0.0,1.0,2.0,76478.2649641
2264732,144547200.0,1,-34.5789246,-58.4013987,381,4,320.0,300.0,0.7,1.0,5.0,66174.6666667
2264733,144547200.0,1,-34.6094051,-58.362847,405,4,175.0,175.0,0.7,1.0,3.0,10414.5227273
2264734,144547200.0,2,-34.6039197,-58.5232725,503,4,165.0,150.0,0.7,1.0,1.0,17540.0980392
2264735,144547200.0,1,-34.628651,-58.3779185,31,4,60.0,60.0,0.0,1.0,1.0,18901.0806452
2264736,144547200.0,1,-34.5711496,-58.4232966,380,4,314.0,223.0,0.7,1.0,5.0,76478.2649641
2264737,144547200.0,1,-34.5693392,-58.4313457,318,4,144.0,128.0,0.7,1.0,4.0,44723.6829268
2264744,144547200.0,1,-34.5711496,-58.4232966,380,4,314.0,223.0,0.7,1.0,5.0,76478.2649641
2264745,144547200.0,1,-34.5858263508,-58.3879338534,412,4,120.0,120.0,0.7,1.0,4.0,39811.5201613
2264747,144547200.0,1,-34.5711496,-58.4232966,380,4,314.0,223.0,0.7,1.0,5.0,76478.2649641
2264756,144547200.0,1,-34.5696842,-58.4469138,139,4,38.0,35.0,0.0,1.0,1.0,48194.9186603
2264763,144547200.0,2,-34.6058817,-58.4735964,392,4,60.0,60.0,0.0,1.0,1.0,14554.1071429
2264770,144547200.0,1,-34.5536477,-58.4401316,139,4,28.0,28.0,0.0,1.0,1.0,48194.9186603
2264773,144547200.0,1,-34.5895459,-58.3973636,109,4,97.0,97.0,0.0,1.0,3.0,37062.8076087
2264774,144547200.0,1,-34.5895459,-58.3973636,412,4,97.0,97.0,0.0,1.0,3.0,39811.5201613
2264780,144547200.0,1,-34.9204589508,-57.9638478947,309,2,147.0,147.0,0.7,1.0,3.0,7088.48245614
2264785,144547200.0,1,-34.7024068,-58.3148827,538,2,68.0,68.0,0.7,1.0,2.0,3600.2
2264795,144547200.0,2,-34.7012429,-58.5959004,284,1,70.0,60.0,0.7,1.0,1.0,300.0
2264796,144547200.0,1,-34.5619164,-58.4515274,139,4,69.0,69.0,0.7,1.0,3.0,48194.9186603
2264798,144547200.0,1,-34.9204941391,-57.9638049794,309,2,147.0,147.0,0.7,1.0,2.0,7088.48245614
2264799,144547200.0,1,-34.5873628,-58.4073466,109,4,132.0,124.0,0.7,1.0,4.0,37062.8076087
2264800,144547200.0,1,-34.6247705996,-58.5053326735,366,4,45.0,43.0,0.7,1.0,2.0,9642.44
2264801,144547200.0,1,-34.6173574,-58.4530428,160,4,77.0,40.0,0.0,1.0,2.0,20105.1021438
2264807,144547200.0,1,-34.5735723,-58.4587814,139,4,86.0,74.0,0.0,1.0,3.0,48194.9186603
2264808,144547200.0,1,-34.8095478256,-58.1719212717,143,2,56.0,56.0,0.7,1.0,2.0,17641.6666667
2264811,144547200.0,1,-34.6469243,-58.5689888,410,1,190.0,150.0,0.7,1.0,4.0,8275.71856287
2264812,144547200.0,1,-34.8095478256,-58.1719212717,143,2,90.0,90.0,0.7,1.0,2.0,17641.6666667
2264813,144547200.0,2,-34.6535417,-58.5154525,356,4,134.981574539,62.0,0.0,1.0,1.0,7626.39344262
2264818,144547200.0,1,-34.8095478256,-58.1719212717,143,2,90.0,90.0,0.7,1.0,2.0,17641.6666667
2264835,144547200.0,1,-34.592349,-58.381433,414,4,112.0,112.0,0.0,1.0,4.0,39246.08
2264838,144547200.0,1,-34.5832192,-58.4935632,522,4,50.0,45.0,0.0,1.0,2.0,6950.40540541
2264847,144547200.0,3,-34.6149252996,-58.3843109001,365,4,169.0,133.0,0.0,1.0,1.0,12722.1454545
2264851,144547200.0,1,-34.5957597475,-58.4527277875,382,4,85.0,65.0,0.7,1.0,2.0,22220.1863354
2264878,144547200.0,1,-34.63099,-58.4201892,151,4,30.0,30.0,0.0,1.0,2.0,12253.4054054
2264880,144547200.0,2,-34.6317201,-58.4482931,387,4,131.020338983,200.0,0.7,1.0,1.0,16922.6521739
2264888,144547200.0,1,-34.5628427,-58.4603232,139,4,48.0,45.0,0.7,1.0,2.0,48194.9186603
2264890,144547200.0,1,-34.6058906,-58.5595573,168,1,21.0,21.0,0.0,1.0,1.0,199286.189189
2264893,144547200.0,1,-34.5655446,-58.4729173,182,4,63.0,63.0,0.7,1.0,3.0,18030.4505495
2264896,144547200.0,1,-34.5891344148,-58.4156576687,380,4,58.0,54.0,0.3,1.0,2.0,76478.2649641
2264920,144547200.0,1,-34.5891344148,-58.4156576687,380,4,62.0,54.0,0.3,1.0,2.0,76478.2649641
2264924,144547200.0,1,-34.5931808221,-58.5004029978,503,4,56.0,43.0,0.0,1.0,2.0,17540.0980392
2264925,144547200.0,1,-34.5902705,-58.5047392,503,4,51.0,41.0,0.0,1.0,2.0,17540.0980392
2264927,144547200.0,1,-34.7104134,-58.3896003,316,2,131.0,103.0,0.0,1.0,3.0,15648.8461538
2264929,144547200.0,1,-34.5891344148,-58.4156576687,380,4,68.0,65.0,0.3,1.0,3.0,76478.2649641
2264940,144547200.0,1,-34.5891344148,-58.4156576687,380,4,38.0,34.0,0.3,1.0,1.0,76478.2649641
2264943,144547200.0,1,-34.5891344148,-58.4156576687,380,4,33.0,28.0,0.3,1.0,1.0,76478.2649641
2264946,144547200.0,1,-34.5891344148,-58.4156576687,380,4,28.0,27.0,0.3,1.0,1.0,76478.2649641
2264952,144547200.0,2,-34.5884855,-58.4318061,383,4,230.0,177.0,0.0,1.0,1.0,16274.7916667
2264960,144547200.0,1,-34.6222239163,-58.4347285397,160,4,23.0,23.0,0.7,1.0,1.0,20105.1021438
2264970,144547200.0,1,-34.5717751,-58.4293739,318,4,130.0,110.0,0.7,1.0,3.0,44723.6829268
2264971,144547200.0,1,-34.5891344148,-58.4156576687,380,4,38.0,34.0,0.3,1.0,1.0,76478.2649641
2264975,144547200.0,1,-34.5891344148,-58.4156576687,380,4,28.0,27.0,0.3,1.0,1.0,76478.2649641
2264976,144547200.0,1,-34.6191653,-58.3604664,405,4,51.0,51.0,0.5,1.0,1.0,10414.5227273
2264981,144547200.0,1,-34.6335561,-58.423022,151,4,27.0,27.0,0.0,1.0,2.0,12253.4054054
2264986,144547200.0,2,-34.5718397776,-58.8576432915,369,1,270.0,270.0,0.7,1.0,1.0,289318.181818
2264989,144547200.0,3,-34.6438877,-58.5172492,321,4,75.0,70.0,0.0,1.0,3.0,9607.41333333
2264992,144547200.0,1,-34.6154366495,-58.3888295497,185,4,276.0,266.0,0.0,1.0,7.0,20009.306383
2264994,144547200.0,1,-34.5626487,-58.4816489,503,4,52.0,47.0,0.0,1.0,1.0,17540.0980392
2264997,144547200.0,1,-34.607924,-58.374815,171,4,70.0,65.0,0.0,1.0,3.0,19856.5833333
2265009,144547200.0,3,-34.6717656,-58.472187,511,4,160.0,110.0,0.0,1.0,5.0,7029.23076923
2265015,144547200.0,1,-34.5735261,-58.4325156,318,4,34.0,32.0,0.0,1.0,1.0,44723.6829268
2265019,144547200.0,3,-34.5711496,-58.4232966,380,4,300.0,170.0,0.0,1.0,6.0,76478.2649641
2265023,144547200.0,3,-34.6438877,-58.5172492,321,4,150.0,150.0,0.7,1.0,3.0,9607.41333333
2265028,144547200.0,1,-34.6483565,-58.5488902,410,1,35.0,35.0,0.7,1.0,2.0,8275.71856287
2265029,144547200.0,1,-34.571691,-58.4420088,139,4,107.0,100.0,0.0,1.0,3.0,48194.9186603
2265031,144547200.0,2,-34.6424497,-58.5707065,410,1,145.954122753,600.0,0.75,1.0,1.0,8275.71856287
2265038,144547200.0,1,-34.6747543,-58.5671731,440,1,50.0,50.0,0.0,1.0,3.0,8058.0
2265045,144547200.0,2,-34.5759589,-58.4872781,522,4,390.0,240.0,0.7,1.0,1.0,6950.40540541
2265046,144547200.0,1,-34.5730578002,-58.4191981846,380,4,85.0,75.0,0.7,1.0,2.0,76478.2649641
2265055,144547200.0,1,-34.5574686,-58.4806404,532,4,177.0,124.0,0.0,1.0,4.0,14379.4890282
2265057,144547200.0,1,-34.5749908,-58.4633897,139,4,149.0,149.0,0.7,1.0,4.0,48194.9186603
2265059,144547200.0,1,-34.6016243,-58.4334691,500,4,105.0,100.0,0.7,1.0,4.0,15697.1939292
2265060,144547200.0,1,-34.5504565,-58.44653,139,4,61.0,55.0,0.7,1.0,2.0,48194.9186603
2265063,144547200.0,1,-34.5957597475,-58.4527277875,382,4,83.0,73.0,0.7,1.0,3.0,22220.1863354
2265085,144547200.0,1,-34.670624,-58.4801284,511,4,65.0,65.0,0.0,1.0,4.0,7029.23076923
2265086,144547200.0,1,-34.6572422,-58.5029706,356,4,65.0,65.0,0.0,1.0,4.0,7626.39344262
2265087,144547200.0,1,-34.647382,-58.4772734,385,4,65.0,65.0,0.0,1.0,4.0,11518.1428571
2265097,144547200.0,1,-34.616842,-58.367083,405,4,146.010869565,45.0,0.7,1.0,1.0,10414.5227273
2265098,144547200.0,1,-34.623204,-58.406636,430,4,82.4368600683,31.0,0.0,1.0,1.0,16120.6859903
2265133,144547200.0,1,-34.552878,-58.452882,139,4,125.356569134,35.0,0.7,1.0,1.0,48194.9186603
2265145,144547200.0,1,-34.627703,-58.45061,160,4,124.328153019,265.0,0.7,1.0,5.0,20105.1021438
2265155,144547200.0,1,-34.596813,-58.408367,380,4,96.2522872193,47.0,0.5,1.0,2.0,76478.2649641
2265180,144547200.0,1,-34.5691807,-58.4576524,139,4,39.0,39.0,0.0,1.0,2.0,2800.0
2265183,144547200.0,1,-34.5865889,-58.441458,164,4,64.0,60.0,0.3,1.0,2.0,2000.0
2265192,144547200.0,1,-34.6569913,-58.4051322,400,4,48.0,45.0,0.0,1.0,1.0,250.0
2265193,144547200.0,2,-34.6328092,-58.50053,512,4,97.1246537396,97.1246537396,0.7,1.0,1.0,13105.2631579
2265194,144547200.0,2,-34.6567582,-58.5120629,356,4,134.981574539,134.981574539,0.0,1.0,1.0,7626.39344262
2265195,144547200.0,2,-34.6416868,-58.5041599,512,4,97.1246537396,97.1246537396,0.7,1.0,1.0,13105.2631579
2265196,144547200.0,2,-34.6388569,-58.5006889,512,4,97.1246537396,97.1246537396,0.0,1.0,1.0,13105.2631579
2265220,144547200.0,1,-34.5824499,-58.5367632,321,4,110.042735043,110.042735043,0.7,1.0,1.0,9607.41333333
2265226,144547200.0,3,-34.6585453,-58.5656982,410,1,145.954122753,145.954122753,0.0,1.0,1.0,8275.71856287
2265230,144547200.0,2,-34.7868383,-58.3883448,7,2,468.0,230.0,0.7,1.0,1.0,22794.8095238
